id_paiement,id_vente,méthode,statut
214,214,PayPal,Success
215,215,PayPal,Failed
216,216,Mobile Money,Success
217,217,PayPal,Success
218,218,Carte,Success
219,219,PayPal,Success
220,220,Carte,Success
221,221,Mobile Money,Success
222,222,Carte,Success
223,223,Carte,Success
224,224,PayPal,Success
225,225,Mobile Money,Success
226,226,Mobile Money,Success
227,227,PayPal,Success
228,228,PayPal,Failed
229,229,Carte,Success
230,230,Mobile Money,Success
231,231,Mobile Money,Success
232,232,Mobile Money,Success
233,233,PayPal,Success
234,234,Carte,Success
235,235,Mobile Money,Success
236,236,PayPal,Success
237,237,Carte,Success
238,238,PayPal,Success
239,239,Mobile Money,Success
240,240,Carte,Success
241,241,Mobile Money,Success
242,242,Mobile Money,Success
243,243,Mobile Money,Success
244,244,Carte,Success
245,245,Mobile Money,Success
246,246,Carte,Success
247,247,Mobile Money,Success
248,248,Mobile Money,Success
249,249,PayPal,Success
250,250,Mobile Money,Success
251,251,Carte,Success
252,252,Carte,Success
253,253,PayPal,Success
254,254,Mobile Money,Success
255,255,PayPal,Success
256,256,PayPal,Success
257,257,Mobile Money,Success
258,258,Mobile Money,Success
259,259,Carte,Success
260,260,PayPal,Success
261,261,Mobile Money,Success
262,262,PayPal,Failed
263,263,Mobile Money,Pending
264,264,Mobile Money,Success
265,265,Carte,Success
266,266,Carte,Success
267,267,PayPal,Success
268,268,PayPal,Failed
269,269,Carte,Success
270,270,Mobile Money,Success
271,271,Carte,Success
272,272,Mobile Money,Success
273,273,PayPal,Failed
274,274,Mobile Money,Success
275,275,PayPal,Failed
276,276,Carte,Success
277,277,Carte,Success
278,278,Mobile Money,Success
279,279,Mobile Money,Success
280,280,PayPal,Pending
281,281,PayPal,Success
282,282,Mobile Money,Success
283,283,PayPal,Success
284,284,Carte,Failed
285,285,Mobile Money,Failed
286,286,Mobile Money,Success
287,287,Mobile Money,Pending
288,288,PayPal,Pending
289,289,Mobile Money,Success
290,290,PayPal,Success
291,291,Carte,Failed
292,292,Carte,Success
293,293,Carte,Success
294,294,Carte,Success
295,295,Mobile Money,Pending
296,296,Mobile Money,Success
297,297,Carte,Success
298,298,Carte,Success
299,299,Mobile Money,Success
300,300,PayPal,Success
301,301,Carte,Pending
302,302,Carte,Success
303,303,PayPal,Success
304,304,PayPal,Success
305,305,Mobile Money,Success
306,306,Carte,Success
307,307,Mobile Money,Success
308,308,Mobile Money,Success
309,309,Carte,Success
310,310,Carte,Success
311,311,PayPal,Success
312,312,Carte,Success
313,313,Mobile Money,Success
314,314,PayPal,Success
315,315,Mobile Money,Success
316,316,Carte,Success
317,317,PayPal,Pending
318,318,PayPal,Pending
319,319,PayPal,Success
320,320,Carte,Success
321,321,Carte,Success
322,322,Mobile Money,Success
323,323,Carte,Success
324,324,PayPal,Failed
325,325,PayPal,Success
326,326,Mobile Money,Success
327,327,PayPal,Failed
328,328,PayPal,Success
329,329,PayPal,Success
330,330,PayPal,Success
331,331,Carte,Success
332,332,Carte,Success
333,333,PayPal,Success
334,334,Carte,Success
335,335,Carte,Success
336,336,Mobile Money,Success
337,337,PayPal,Success
338,338,Mobile Money,Success
339,339,Carte,Success
340,340,Mobile Money,Success
341,341,Carte,Success
342,342,PayPal,Success
343,343,Mobile Money,Failed
344,344,Mobile Money,Failed
345,345,Carte,Success
346,346,Carte,Success
347,347,Carte,Pending
348,348,Mobile Money,Success
349,349,PayPal,Success
350,350,PayPal,Success
351,351,Mobile Money,Success
352,352,Mobile Money,Success
353,353,Mobile Money,Failed
354,354,Carte,Success
355,355,PayPal,Failed
356,356,PayPal,Success
357,357,Mobile Money,Success
358,358,Carte,Success
359,359,PayPal,Success
360,360,PayPal,Failed
361,361,Mobile Money,Success
362,362,Carte,Success
363,363,Mobile Money,Success
364,364,Mobile Money,Success
365,365,PayPal,Success
366,366,Mobile Money,Success
367,367,Mobile Money,Success
368,368,Mobile Money,Success
369,369,Mobile Money,Success
370,370,PayPal,Success
371,371,PayPal,Success
372,372,Mobile Money,Success
373,373,PayPal,Failed
374,374,PayPal,Success
375,375,Carte,Success
376,376,PayPal,Failed
377,377,Carte,Success
378,378,PayPal,Success
379,379,PayPal,Success
380,380,Carte,Success
381,381,Mobile Money,Pending
382,382,Carte,Success
383,383,Carte,Success
384,384,Mobile Money,Failed
385,385,PayPal,Success
386,386,Carte,Pending
387,387,Carte,Success
388,388,Mobile Money,Success
389,389,Carte,Failed
390,390,Carte,Success
391,391,PayPal,Success
392,392,Mobile Money,Success
393,393,PayPal,Success
394,394,PayPal,Success
395,395,PayPal,Success
396,396,PayPal,Success
397,397,Mobile Money,Success
398,398,PayPal,Success
399,399,PayPal,Success
400,400,Carte,Success
401,401,Carte,Failed
402,402,Mobile Money,Success
403,403,Carte,Success
404,404,PayPal,Failed
405,405,Mobile Money,Success
406,406,PayPal,Success
407,407,Carte,Success
408,408,PayPal,Success
409,409,Carte,Success
410,410,PayPal,Success
411,411,Carte,Success
412,412,PayPal,Success
413,413,Mobile Money,Success
414,414,Mobile Money,Success
415,415,PayPal,Failed
416,416,PayPal,Success
417,417,Carte,Pending
418,418,Carte,Success
419,419,Mobile Money,Success
420,420,PayPal,Pending
421,421,Carte,Success
422,422,Mobile Money,Success
423,423,PayPal,Success
424,424,PayPal,Success
425,425,Carte,Success
426,426,Mobile Money,Pending
427,427,Mobile Money,Success
428,428,PayPal,Success
429,429,Mobile Money,Success
430,430,Mobile Money,Success
431,431,PayPal,Success
432,432,Mobile Money,Success
433,433,Mobile Money,Success
434,434,Mobile Money,Success
435,435,Mobile Money,Success
436,436,Carte,Success
437,437,Carte,Success
438,438,Mobile Money,Success
439,439,Mobile Money,Success
440,440,PayPal,Success
441,441,Carte,Success
442,442,Mobile Money,Success
443,443,PayPal,Success
444,444,PayPal,Success
445,445,Carte,Failed
446,446,Carte,Success
447,447,Mobile Money,Success
448,448,Mobile Money,Success
449,449,Carte,Success
450,450,PayPal,Success
451,451,PayPal,Success
452,452,PayPal,Success
453,453,Carte,Success
454,454,Mobile Money,Success
455,455,Mobile Money,Success
456,456,Carte,Success
457,457,Mobile Money,Success
458,458,PayPal,Pending
459,459,Mobile Money,Success
460,460,Mobile Money,Success
461,461,PayPal,Success
462,462,PayPal,Success
463,463,Carte,Success
464,464,Mobile Money,Success
465,465,PayPal,Success
466,466,Carte,Success
467,467,Mobile Money,Success
468,468,PayPal,Success
469,469,Carte,Success
470,470,PayPal,Success
471,471,PayPal,Success
472,472,PayPal,Success
473,473,Mobile Money,Failed
474,474,Mobile Money,Success
475,475,Mobile Money,Success
476,476,Carte,Success
477,477,Carte,Success
478,478,Mobile Money,Success
479,479,PayPal,Success
480,480,PayPal,Success
481,481,Mobile Money,Success
482,482,Mobile Money,Success
483,483,PayPal,Success
484,484,Mobile Money,Success
485,485,Carte,Success
486,486,Carte,Success
487,487,Carte,Success
488,488,Carte,Success
489,489,PayPal,Success
490,490,PayPal,Success
491,491,Carte,Pending
492,492,Carte,Success
493,493,Carte,Pending
494,494,Mobile Money,Success
495,495,PayPal,Success
496,496,Carte,Success
497,497,Mobile Money,Success
498,498,Carte,Success
499,499,Mobile Money,Failed
500,500,Carte,Success
501,501,Carte,Success
502,502,Carte,Success
503,503,Carte,Pending
504,504,PayPal,Success
505,505,Carte,Success
506,506,PayPal,Success
507,507,Carte,Failed
508,508,PayPal,Success
509,509,Carte,Success
510,510,PayPal,Success
511,511,Carte,Success
512,512,PayPal,Success
513,513,Mobile Money,Success
514,514,Carte,Success
515,515,Mobile Money,Success
516,516,PayPal,Success
517,517,Mobile Money,Success
518,518,Carte,Success
519,519,Mobile Money,Success
520,520,Carte,Success
521,521,PayPal,Success
522,522,PayPal,Success
523,523,PayPal,Failed
524,524,Carte,Failed
525,525,Mobile Money,Success
526,526,PayPal,Success
527,527,Mobile Money,Success
528,528,PayPal,Success
529,529,Mobile Money,Success
530,530,Carte,Success
531,531,PayPal,Success
532,532,PayPal,Success
533,533,PayPal,Pending
534,534,Mobile Money,Success
535,535,PayPal,Success
536,536,Mobile Money,Failed
537,537,Carte,Success
538,538,Mobile Money,Success
539,539,PayPal,Failed
540,540,Mobile Money,Success
541,541,Carte,Success
542,542,Carte,Success
543,543,Carte,Success
544,544,Mobile Money,Success
545,545,Carte,Success
546,546,Carte,Success
547,547,Carte,Success
548,548,PayPal,Success
549,549,PayPal,Success
550,550,PayPal,Success
551,551,Carte,Success
552,552,PayPal,Success
553,553,Carte,Success
554,554,Carte,Success
555,555,Mobile Money,Success
556,556,Carte,Success
557,557,Carte,Success
558,558,Mobile Money,Success
559,559,Mobile Money,Success
560,560,PayPal,Success
561,561,Mobile Money,Success
562,562,Carte,Success
563,563,Mobile Money,Success
564,564,Mobile Money,Success
565,565,Carte,Success
566,566,Carte,Success
567,567,PayPal,Success
568,568,Mobile Money,Success
569,569,Mobile Money,Success
570,570,PayPal,Success
571,571,Mobile Money,Success
572,572,PayPal,Success
573,573,PayPal,Success
574,574,Mobile Money,Success
575,575,Carte,Success
576,576,Carte,Pending
577,577,Mobile Money,Success
578,578,PayPal,Success
579,579,Mobile Money,Pending
580,580,PayPal,Success
581,581,PayPal,Success
582,582,PayPal,Success
583,583,Mobile Money,Success
584,584,Mobile Money,Success
585,585,Carte,Success
586,586,PayPal,Success
587,587,PayPal,Failed
588,588,PayPal,Success
589,589,PayPal,Success
590,590,Carte,Success
591,591,Mobile Money,Success
592,592,PayPal,Success
593,593,Carte,Success
594,594,Mobile Money,Success
595,595,Mobile Money,Success
596,596,PayPal,Success
597,597,PayPal,Success
598,598,Mobile Money,Success
599,599,PayPal,Success
600,600,Mobile Money,Success
601,601,Carte,Failed
602,602,Mobile Money,Success
603,603,PayPal,Success
604,604,Mobile Money,Success
605,605,Mobile Money,Success
606,606,Mobile Money,Failed
607,607,Mobile Money,Success
608,608,Mobile Money,Success
609,609,Mobile Money,Failed
610,610,PayPal,Success
611,611,PayPal,Success
612,612,Carte,Failed
613,613,Mobile Money,Success
614,614,PayPal,Success
615,615,Mobile Money,Success
616,616,PayPal,Success
617,617,PayPal,Success
618,618,Mobile Money,Failed
619,619,Mobile Money,Failed
620,620,PayPal,Success
621,621,Mobile Money,Success
622,622,Mobile Money,Success
623,623,Carte,Failed
624,624,PayPal,Success
625,625,PayPal,Success
626,626,PayPal,Success
627,627,Mobile Money,Success
628,628,Mobile Money,Success
629,629,Mobile Money,Success
630,630,PayPal,Success
631,631,Mobile Money,Success
632,632,Mobile Money,Success
633,633,Mobile Money,Success
634,634,PayPal,Success
635,635,Mobile Money,Success
636,636,Mobile Money,Success
637,637,PayPal,Success
638,638,PayPal,Success
639,639,Mobile Money,Success
640,640,PayPal,Success
641,641,Carte,Success
642,642,Mobile Money,Success
643,643,Mobile Money,Success
644,644,Mobile Money,Failed
645,645,PayPal,Success
646,646,PayPal,Success
647,647,Mobile Money,Success
648,648,PayPal,Success
649,649,PayPal,Success
650,650,PayPal,Success
651,651,PayPal,Success
652,652,Carte,Success
653,653,Mobile Money,Success
654,654,PayPal,Pending
655,655,Mobile Money,Success
656,656,Carte,Success
657,657,PayPal,Success
658,658,Carte,Success
659,659,Carte,Success
660,660,PayPal,Success
661,661,Carte,Success
662,662,PayPal,Failed
663,663,Mobile Money,Success
664,664,PayPal,Success
665,665,PayPal,Success
666,666,Carte,Success
667,667,Mobile Money,Success
668,668,PayPal,Success
669,669,Carte,Success
670,670,Carte,Success
671,671,Carte,Failed
672,672,Carte,Success
673,673,Mobile Money,Success
674,674,PayPal,Success
675,675,Carte,Success
676,676,PayPal,Success
677,677,Mobile Money,Pending
678,678,PayPal,Failed
679,679,Mobile Money,Success
680,680,Mobile Money,Success
681,681,Carte,Success
682,682,PayPal,Success
683,683,Mobile Money,Success
684,684,Mobile Money,Success
685,685,Carte,Success
686,686,Mobile Money,Success
687,687,Carte,Success
688,688,Carte,Success
689,689,Carte,Success
690,690,PayPal,Success
691,691,Carte,Success
692,692,Mobile Money,Success
693,693,Carte,Success
694,694,Mobile Money,Pending
695,695,Carte,Failed
696,696,Carte,Success
697,697,Carte,Success
698,698,PayPal,Failed
699,699,Mobile Money,Success
700,700,Mobile Money,Success
701,701,PayPal,Success
702,702,Mobile Money,Success
703,703,Mobile Money,Success
704,704,Mobile Money,Success
705,705,PayPal,Failed
706,706,Mobile Money,Success
707,707,Carte,Success
708,708,PayPal,Success
709,709,Carte,Success
710,710,Carte,Success
711,711,Mobile Money,Pending
712,712,Mobile Money,Success
713,713,PayPal,Success
714,714,Mobile Money,Failed
715,715,Mobile Money,Success
716,716,Carte,Success
717,717,Mobile Money,Success
718,718,Mobile Money,Success
719,719,Carte,Success
720,720,PayPal,Success
721,721,Mobile Money,Success
722,722,Carte,Success
723,723,PayPal,Success
724,724,Carte,Success
725,725,Carte,Success
726,726,Mobile Money,Failed
727,727,Mobile Money,Success
728,728,PayPal,Success
729,729,Mobile Money,Success
730,730,Mobile Money,Success
731,731,Mobile Money,Success
732,732,Mobile Money,Success
733,733,Carte,Success
734,734,PayPal,Success
735,735,Mobile Money,Success
736,736,PayPal,Success
737,737,PayPal,Success
738,738,PayPal,Success
739,739,Carte,Success
740,740,PayPal,Success
741,741,Mobile Money,Success
742,742,PayPal,Pending
743,743,Carte,Success
744,744,Carte,Success
745,745,Carte,Pending
746,746,Carte,Success
747,747,Carte,Success
748,748,Carte,Success
749,749,PayPal,Success
750,750,Carte,Success
751,751,Mobile Money,Success
752,752,PayPal,Success
753,753,Mobile Money,Pending
754,754,Carte,Success
755,755,PayPal,Success
756,756,PayPal,Success
757,757,Mobile Money,Success
758,758,Mobile Money,Pending
759,759,Carte,Success
760,760,Mobile Money,Success
761,761,PayPal,Success
762,762,Mobile Money,Success
763,763,Carte,Success
764,764,PayPal,Success
765,765,Carte,Success
766,766,PayPal,Success
767,767,Mobile Money,Success
768,768,Carte,Success
769,769,Carte,Success
770,770,PayPal,Success
771,771,PayPal,Success
772,772,Carte,Success
773,773,Carte,Failed
774,774,PayPal,Success
775,775,PayPal,Success
776,776,PayPal,Success
777,777,Carte,Success
778,778,Carte,Success
779,779,Carte,Success
780,780,PayPal,Success
781,781,PayPal,Failed
782,782,Mobile Money,Success
783,783,PayPal,Success
784,784,Carte,Success
785,785,Carte,Success
786,786,Carte,Success
787,787,Mobile Money,Failed
788,788,PayPal,Pending
789,789,PayPal,Success
790,790,PayPal,Success
791,791,Mobile Money,Failed
792,792,Mobile Money,Success
793,793,PayPal,Success
794,794,PayPal,Success
795,795,Mobile Money,Success
796,796,Carte,Pending
797,797,PayPal,Success
798,798,Carte,Success
799,799,Mobile Money,Failed
800,800,Mobile Money,Success
801,801,Mobile Money,Success
802,802,Mobile Money,Success
803,803,Carte,Success
804,804,PayPal,Success
805,805,Mobile Money,Success
806,806,Mobile Money,Success
807,807,PayPal,Failed
808,808,Mobile Money,Success
809,809,PayPal,Success
810,810,Carte,Success
811,811,PayPal,Success
812,812,Mobile Money,Success
813,813,Mobile Money,Success
814,814,Mobile Money,Success
815,815,Carte,Success
816,816,PayPal,Success
817,817,PayPal,Pending
818,818,Carte,Success
819,819,Carte,Pending
820,820,Carte,Success
821,821,PayPal,Success
822,822,Carte,Success
823,823,PayPal,Success
824,824,Mobile Money,Success
825,825,PayPal,Success
826,826,Mobile Money,Success
827,827,Carte,Success
828,828,PayPal,Failed
829,829,Mobile Money,Failed
830,830,Carte,Failed
831,831,PayPal,Success
832,832,Carte,Success
833,833,Carte,Success
834,834,PayPal,Success
835,835,Carte,Success
836,836,Mobile Money,Success
837,837,Mobile Money,Success
838,838,Carte,Success
839,839,PayPal,Success
840,840,Carte,Pending
841,841,PayPal,Success
842,842,Mobile Money,Success
843,843,PayPal,Failed
844,844,Mobile Money,Failed
845,845,Carte,Pending
846,846,Carte,Success
847,847,Mobile Money,Success
848,848,Carte,Success
849,849,Carte,Pending
850,850,Carte,Success
851,851,Carte,Success
852,852,Mobile Money,Success
853,853,PayPal,Success
854,854,Carte,Success
855,855,Mobile Money,Success
856,856,Carte,Pending
857,857,Carte,Success
858,858,Carte,Success
859,859,Mobile Money,Success
860,860,Mobile Money,Success
861,861,Carte,Success
862,862,Carte,Success
863,863,PayPal,Failed
864,864,Carte,Success
865,865,Carte,Success
866,866,Mobile Money,Success
867,867,Mobile Money,Failed
868,868,Mobile Money,Success
869,869,Carte,Success
870,870,Mobile Money,Success
871,871,Carte,Success
872,872,PayPal,Success
873,873,Mobile Money,Success
874,874,Mobile Money,Success
875,875,PayPal,Success
876,876,Carte,Success
877,877,Carte,Success
878,878,Carte,Success
879,879,Mobile Money,Success
880,880,PayPal,Success
881,881,Carte,Success
882,882,Mobile Money,Success
883,883,PayPal,Failed
884,884,PayPal,Success
885,885,Carte,Success
886,886,PayPal,Success
887,887,PayPal,Success
888,888,Carte,Success
889,889,Carte,Failed
890,890,PayPal,Pending
891,891,Mobile Money,Success
892,892,PayPal,Success
893,893,Carte,Success
894,894,PayPal,Success
895,895,Carte,Success
896,896,Carte,Success
897,897,PayPal,Failed
898,898,PayPal,Success
899,899,PayPal,Success
900,900,PayPal,Success
901,901,PayPal,Success
902,902,Mobile Money,Success
903,903,Carte,Success
904,904,PayPal,Success
905,905,PayPal,Success
906,906,Mobile Money,Success
907,907,PayPal,Failed
908,908,Carte,Success
909,909,PayPal,Success
910,910,PayPal,Success
911,911,Mobile Money,Success
912,912,PayPal,Success
913,913,Carte,Success
914,914,PayPal,Success
915,915,PayPal,Success
916,916,Carte,Success
917,917,Carte,Success
918,918,Mobile Money,Success
919,919,Carte,Success
920,920,Mobile Money,Failed
921,921,PayPal,Success
922,922,Carte,Success
923,923,Carte,Success
924,924,PayPal,Success
925,925,Mobile Money,Success
926,926,PayPal,Success
927,927,Carte,Success
928,928,PayPal,Failed
929,929,Mobile Money,Failed
930,930,PayPal,Success
931,931,Mobile Money,Success
932,932,Carte,Failed
933,933,Mobile Money,Success
934,934,Carte,Success
935,935,PayPal,Success
936,936,Mobile Money,Success
937,937,PayPal,Success
938,938,Carte,Success
939,939,Carte,Failed
940,940,PayPal,Success
941,941,PayPal,Success
942,942,Carte,Success
943,943,Mobile Money,Success
944,944,Mobile Money,Success
945,945,Mobile Money,Failed
946,946,PayPal,Success
947,947,PayPal,Success
948,948,Carte,Success
949,949,Mobile Money,Pending
950,950,PayPal,Success
951,951,PayPal,Success
952,952,Mobile Money,Success
953,953,Carte,Success
954,954,PayPal,Success
955,955,Carte,Success
956,956,Carte,Failed
957,957,Carte,Success
958,958,PayPal,Success
959,959,Mobile Money,Success
960,960,Carte,Pending
961,961,Mobile Money,Success
962,962,Carte,Success
963,963,Mobile Money,Failed
964,964,PayPal,Success
965,965,Mobile Money,Success
966,966,Mobile Money,Success
967,967,Mobile Money,Success
968,968,Mobile Money,Success
969,969,Mobile Money,Success
970,970,Mobile Money,Success
971,971,PayPal,Success
972,972,PayPal,Success
973,973,Mobile Money,Success
974,974,PayPal,Success
975,975,Carte,Success
976,976,Mobile Money,Success
977,977,Mobile Money,Success
978,978,PayPal,Success
979,979,PayPal,Pending
980,980,Carte,Success
981,981,PayPal,Success
982,982,Mobile Money,Success
983,983,Mobile Money,Success
984,984,Mobile Money,Success
985,985,Mobile Money,Pending
986,986,PayPal,Success
987,987,PayPal,Failed
988,988,Mobile Money,Success
989,989,Mobile Money,Success
990,990,Carte,Success
991,991,Mobile Money,Success
992,992,Mobile Money,Success
993,993,Mobile Money,Failed
994,994,PayPal,Success
995,995,PayPal,Success
996,996,Carte,Success
997,997,Mobile Money,Success
998,998,Mobile Money,Success
999,999,Carte,Success
1000,1000,Mobile Money,Success
1001,1001,Carte,Success
1002,1002,PayPal,Success
1003,1003,Carte,Success
1004,1004,Mobile Money,Success
1005,1005,Carte,Success
1006,1006,Mobile Money,Success
1007,1007,Carte,Success
1008,1008,PayPal,Success
1009,1009,Mobile Money,Failed
1010,1010,Carte,Failed
1011,1011,Mobile Money,Success
1012,1012,Carte,Success
1013,1013,Carte,Success
1014,1014,Mobile Money,Success
1015,1015,Carte,Success
1016,1016,Mobile Money,Failed
1017,1017,Mobile Money,Success
1018,1018,Mobile Money,Success
1019,1019,Carte,Success
1020,1020,Mobile Money,Failed
1021,1021,Carte,Success
1022,1022,PayPal,Success
1023,1023,Mobile Money,Success
1024,1024,PayPal,Success
1025,1025,Mobile Money,Pending
1026,1026,Mobile Money,Success
1027,1027,PayPal,Success
1028,1028,PayPal,Success
1029,1029,PayPal,Success
1030,1030,Carte,Success
1031,1031,PayPal,Success
1032,1032,Carte,Success
1033,1033,Carte,Success
1034,1034,Carte,Success
1035,1035,Carte,Success
1036,1036,Carte,Failed
1037,1037,Carte,Failed
1038,1038,PayPal,Success
1039,1039,Mobile Money,Failed
1040,1040,Mobile Money,Success
1041,1041,Carte,Success
1042,1042,Carte,Success
1043,1043,PayPal,Success
1044,1044,Mobile Money,Success
1045,1045,Mobile Money,Success
1046,1046,PayPal,Success
1047,1047,Carte,Failed
1048,1048,Carte,Success
1049,1049,Carte,Success
1050,1050,Mobile Money,Success
1051,1051,Carte,Failed
1052,1052,Carte,Success
1053,1053,Mobile Money,Success
1054,1054,Mobile Money,Failed
1055,1055,Carte,Success
1056,1056,Mobile Money,Success
1057,1057,Carte,Success
1058,1058,Carte,Success
1059,1059,PayPal,Success
1060,1060,Carte,Pending
1061,1061,Carte,Success
1062,1062,PayPal,Success
1063,1063,Mobile Money,Success
1064,1064,Carte,Success
1065,1065,Mobile Money,Failed
1066,1066,Carte,Success
1067,1067,Carte,Pending
1068,1068,Mobile Money,Success
1069,1069,PayPal,Success
1070,1070,Mobile Money,Success
1071,1071,PayPal,Success
1072,1072,Carte,Success
1073,1073,Mobile Money,Success
1074,1074,Mobile Money,Success
1075,1075,Mobile Money,Success
1076,1076,PayPal,Success
1077,1077,Carte,Success
1078,1078,Carte,Success
1079,1079,Carte,Success
1080,1080,Carte,Success
1081,1081,PayPal,Success
1082,1082,Mobile Money,Success
1083,1083,Carte,Success
1084,1084,PayPal,Success
1085,1085,Carte,Success
1086,1086,PayPal,Success
1087,1087,PayPal,Success
1088,1088,Carte,Success
1089,1089,Mobile Money,Success
1090,1090,Carte,Success
1091,1091,Carte,Pending
1092,1092,Mobile Money,Success
1093,1093,PayPal,Success
1094,1094,Mobile Money,Success
1095,1095,PayPal,Success
1096,1096,Carte,Success
1097,1097,Mobile Money,Success
1098,1098,PayPal,Success
1099,1099,Carte,Success
1100,1100,Mobile Money,Failed
